number	order	family	genus	drift_index	calcium	flow_ 0-5	flow_ 5-2	flow_ 25-	flow_ g75	f_exp_prot	f_exp_expo	shape_cyli	shape_sphe	shape_coni	shape_flat	shape_stre	drift_wc_none	drift_wc_weak	drift_wc_medi	drift_wc_high	drift_ws_none	drift_ws_weak	drift_ws_medi	drift_ws_high	diel_b_t-li	diel_b_d-li	diel_b_dawn	diel_b_noct	diel_b_none	traj_osci	traj_lin	traj_rand	traj_none	size_l.25	size_> .5	size_1-2 	size_2-4 	size_g4-8	aggreg_high	aggreg_weak	conceal_sold	conceal_patt	conceal_var-	conceal_case	conceal_net	flex_none	flex_weak	flex_high	locom_surf	locom_full	locom_craw	locom_burr	locom_inte	locom_temp	locom_perm	subs_flag	subs_grav	subs_sand	subs_silt	subs_macr	subs_micr	subs_twig	subs_orga	subs_mud
90	Diptera	Tipulidae	Tipula	7	low	3	2	1	0	3	0	5	0	0	0	0	1	2	1	0	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	3	2	3	2	3	0	0	0	0	0	1	3	0	0	1	4	0	0	0	2	2	1	1	4	0	2	4	2
91	Diptera	Tipulidae	Tipulidae	NA	low	3	2	1	0	3	0	3	0	0	1	0	1	1	0	0	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	3	2	1	1	3	0	0	0	0	0	1	3	0	0	1	4	0	0	0	2	2	1	1	4	0	2	4	2
93	Hemiptera	Veliidae	Velia	NA	low	3	2	1	0	3	0	4	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	3	0	2	1	0	0	3	0	0	0	1	1	3	0	0	0	0	3	0	0	4	0	0	0	0	0	0	3	0	2	0	1	0	0	1	0
94	Trichoptera	Philopotamidae	Wormaldia	48	low	0	3	2	2	1	1	5	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	3	0	0	1	1	3	0	3	0	0	0	2	1	3	1	0	0	3	0	0	3	0	0	2	0	0	3	0	3	0	0	0	3	0	0	2	0
95	Ephemeroptera	Baetidae	Baetis_rhodani	93	low	0	1	3	2	1	3	5	0	0	0	0	0	0	1	3	0	0	3	2	3	1	5	2	2	1	1	0	2	0	1	2	0	0	3	2	2	0	1	0	0	0	1	3	0	3	4	1	0	0	0	5	0	0	0	3	5	0	0	0
96	Trichoptera	Leptoceridae	Athripsodes	23.5	low	1	3	1	0	2	0	5	0	0	0	0	0	2	1	0	NA	NA	NA	NA	2	1	1	1	0	NA	NA	NA	NA	0	2	2	0	0	NA	NA	3	1	0	3	0	3	0	0	0	0	5	0	0	0	0	4	2	1	1	2	0	3	1	1
97	Odonata	Aeshnidae	Aeshnidae	14.5	low	3	1.571428571	0.285714286	0.142857143	3	0	3	1	0	1	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	1.5	2.166666667	NA	NA	3	1	0	0	0	2	1	0	0	0.333333333	4.833333333	0	0	0	0	0.666666667	0	0.166666667	0	2.333333333	0.333333333	1	2.666666667	0.666666667
98	Isopoda	Asellidae	Proasellus	NA	high	3	2	1	0	3	0	1	0	0	4	0	0	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	1	0	0	3	0	0	0	1	1	3	0	0	0	0	3	0	0	0	0	3	0	2	0	0	0	3	0	0	4	3	0	0	0
99	Ephemeroptera	Centroptilum	Centroptilum	NA	low	1	2	1	0	1	3	5	0	0	0	0	0	0	2	3	0	0	1	3	4	2	5	4	2	1	1	0	2	0	3	0	0	0	3	1	2	0	1	0	0	0	1	3	0	3	1	1	0	0	0	1	2	1	0	5	0	1	2	0
100	Trichoptera	Brachycentridae	Brachycentrus	54	low	0	2	3	1	2	1	5	0	0	0	0	0	3	1	0	0	3	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	3	0	0	NA	NA	3	0	0	3	0	3	1	0	0	0	2	0	0	3	0	4	2	0	1	4	0	3	0	0
101	Odonata	Calopteryx	Calopteryx	14.5	low	1	2	2	1	3	1	5	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	1	3	1	NA	NA	2	1	0	0	0	1	2	0	0	1	4	0	0	0	0	2	3	1	1	4	0	4	4	1
102	Odonata	Coenagrionidae	Coenagrionidae	14.5	low	0.5	2	2.25	0.25	3	0	5	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	2	0	2	0	0.285714286	3	0.428571429	0	NA	NA	3	1	0	0	0	1	2	0	0	0.428571429	4.714285714	0	0	0	0	0.285714286	0	0	0.285714286	3.714285714	0	2	1.571428571	0.571428571
103	Odonata	Coenagrionidae	Ischnura	14.5	low	3	1	0	0	3	0	5	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	0	NA	NA	3	0	0	0	0	1	2	0	0	0	5	0	0	0	0	2	0	0	0	5	0	2	2	1
104	Odonata	Coenagrionidae	Pyrrhosoma	14.5	low	3	2	1	0	3	0	5	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	0	NA	NA	2	1	0	0	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0	2	0	2	1	3
105	Coleoptera	Dytiscidae	Dytiscus	NA	low	3	0	0	0	3	0	0	3	0	1	0	3	0	0	0	3	1	0	0	0	0	0	0	3	0	2	2	0	0	0	0	3	1	1	3	3	1	0	0	0	3	0	0	0	3	3	0	0	0	0	0	0	0	0	3	0	0	3	3
106	Ephemeroptera	Ephemerella	Ephemerella	63.6	low	0	3	3	1	3	1	3	0	0	1	0	0	2	2	0	0	3	0	0	3	3	4	1	0	1	1	0	2	0	3	0	0	0	3	2	3	0	1	0	0	0	3	0	0	1	5	0	0	0	0	3	2	1	1	5	0	4	2	1
107	Ephemeroptera	Ephemerellidae	Torleya	53.475	low	0	0	2	2	2	0	0	2	2	0	0	3	0	0	3	3	4	1	0	1	1	0	2	0	1	1	0	2	0	3	0	0	0	NA	NA	3	0	0	0	0	0	1	3	0	0	5	0	0	0	0	3	1	0	0	1	0	1	0	0
108	Ephemeroptera	Ephemeridae	Ephemeridae	12	low	1	3	2	0	3	0	5	0	0	0	0	0	3	0	0	0	3	0	0	0	0	3	1	0	1	0	0	3	0	0	0	3	0	2	3	0	3	0	0	0	0	3	0	0	0	1	4	0	0	0	0	4	5	1	1	0	1	1	3
109	Hemiptera	Gerridae	Gerris	NA	low	3	3	1	1	3	1	3	0	0	1	0	3	0	0	0	3	1	0	0	0	0	0	0	3	0	3	1	0	3	1	3	0	0	3	0	3	1	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
110	Trichoptera	Goeridae	Goera	NA	low	1	2	3	1	1	1	5	0	0	0	0	3	2	0	0	3	1	0	0	1	0	2	1	0	0	1	0	3	0	0	3	0	0	NA	NA	3	1	0	3	0	3	0	0	0	0	5	0	0	1	0	4	2	2	0	2	0	0	0	0
111	Trichoptera	Goeridae	Goeridae	NA	low	0.25	1.25	3	1.25	1	1	5	0	0	0	0	3	2	0	0	3	1	0	0	1	0	2	1	0	0	1	0	3	0	2.25	1.25	0	0	NA	NA	3	1	0	3	0	3	0	0	0	0	4.75	0	0	0.75	0.25	3.75	1.5	1.25	0	1	0	0	0.25	0
112	Odonata	Gomphidae	Gomphidae	14.5	low	0.5	2	2.25	0.25	3	0	3	1	0	1	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	3	0	NA	NA	3	1	0	0	0	2	1	0	0	0	1.75	4	0	0	0	1	0.5	3.5	1.75	0.25	0	0.75	0	1
113	Coleoptera	Orectochilus	Orectochilus	NA	low	3	2	2	1	3	0	3	1	0	0	0	3	0	0	0	3	1	0	0	0	2	1	0	0	0	0	0	0	3	2	0	0	0	3	0	3	0	0	0	0	3	0	0	3	3	3	0	0	0	0	2	2	1	0	2	0	1	1	0
114	Coleoptera	Haliplus	Haliplus	NA	low	3	2	1	0	2	1	1	3	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	1	1	2	1	0	0	0	3	0	0	0	3	3	0	0	0	0	1	1	1	3	3	0	0	0	2
116	Hemiptera	Hydrometra	Hydrometra	NA	low	3	3	0	0	3	0	4	0	0	1	0	3	0	0	0	2	1	0	0	0	0	0	0	3	0	3	0	0	0	1	3	0	0	1	2	3	0	0	0	0	2	1	0	4	0	2	0	0	0	0	3	0	0	0	4	1	1	0	0
117	Trichoptera	Lepidostomatidae	Lepidostomatidae	49.2	low	1	2	1.666666667	0.333333333	3	1	5	0	0	0	0	0	0	3	0	0	0	3	0	1	2	1	2	0	NA	NA	NA	NA	0	2	1.333333333	0	0	NA	NA	3	1	0	3	0	3	1	0	0	0	5	0	0	0	0	2.333333333	0.666666667	2	0	2	0	2.333333333	1.666666667	0
118	Trichoptera	Leptoceridae	Leptoceridae	23.5	low	1.5	2.9	1.2	0.1	2	1	5	0	0	0	0	0	2	1	0	NA	NA	NA	NA	2	1	1	1	0	NA	NA	NA	NA	0	2.7	1.2	0	0	NA	NA	3	1	0	3	0	3	0	0	0	0.8	4.2	0.1	0	0	0	2.2	0.5	1.3	0.3	3.3	0.2	1.7	0.6	0.6
119	Trichoptera	Leptoceridae	Mystacides	23.5	low	2	3	1	0	2	1	5	0	0	0	0	0	2	1	0	NA	NA	NA	NA	2	1	1	1	0	NA	NA	NA	NA	0	3	1	0	0	NA	NA	3	1	0	3	0	3	0	0	0	1	4	0	0	0	0	3	1	2	1	3	0	3	1	1
120	Hemiptera	Nepidae	Nepa	NA	low	3	2	0	0	3	0	2	0	0	3	0	3	1	0	0	3	1	1	0	0	0	0	0	3	0	3	0	0	0	0	3	2	0	1	2	3	0	0	0	0	3	0	0	0	1	4	0	0	0	0	2	0	0	0	3	0	0	3	3
121	Hemiptera	Notonecta	Notonecta	NA	low	3	1	0	0	3	0	2	2	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	3	0	2	2	0	0	0	3	0	0	3	1	3	2	0	0	0	3	0	0	2	4	0	0	0	0	0	1	0	0	0	2	0	0	1	1
122	Trichoptera	Philopotamidae	Philopotamidae	48	low	0	1	2	2.333333333	1	1	5	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	3	0	0	1	1	3	0	2.333333333	1	0	0	2	1	3	1	0	0	3	0	0	3	0	0	2	0	0	3	0	3.666666667	0.333333333	0	0	1.333333333	0	0	0.666666667	0.333333333
123	Gastropoda	Physidae	Physidae	13	high	2.666666667	2	0	0	2	1	1	0	4	0	0	2	2	0	0	0	3	0	0	0	0	0	0	3	0	1	0	3	0	0.333333333	3	0	0	3	1	3	0	0	0	0	3	0	0	1	0	3.333333333	0	0	0	0	2	0.666666667	0	0.333333333	4.666666667	0.666666667	0	1	1.666666667
124	Odonata	Platycnemis	Platycnemis	14.5	low	2	3	1	0	3	1	5	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	0	NA	NA	2	2	0	0	0	0	2	1	0	0	5	0	0	0	0	0	0	0	1	2	0	2	1	5
125	Bivalvia	Sphaeriidae	Sphaerium	NA	high	3	2	1	0	2	0	0	2	0	2	0	2	2	0	0	0	3	0	0	0	0	0	0	3	0	1	0	3	0	0	3	1	0	3	1	3	0	0	0	0	3	0	0	0	0	1	4	0	2	0	2	0	4	2	2	1	0	0	4
126	Plecoptera	Taeniopterygidae	Taeniopteryx	9	low	0	3	3	1	1	3	5	0	0	0	0	0	2	1	0	NA	NA	NA	NA	1	1	1	1	0	0	3	0	0	0	1	3	0	0	NA	NA	3	0	0	0	0	2	3	0	0	0	5	1	1	0	0	2	0	0	0	3	0	2	2	1
127	Hemiptera	Aphelocheiridae	Aphelocheirus_aestivalis	NA	low	0	2	3	2	3	1	0	1	0	4	0	3	3	0	0	3	2	0	0	0	0	0	0	3	0	2	1	0	0	2	2	0	0	2	1	3	0	0	0	0	3	0	0	0	2	3	3	0	0	0	5	3	1	1	3	0	1	1	0
128	Diptera	Blephariceridae	Blephariceridae	21	low	0	0	0	3	1	3	1	0	0	2	2	3	0	0	0	3	1	0	0	0	0	0	0	3	0	3	1	1	0	3	0	0	0	3	1	3	0	1	0	0	0	1	2	0	0	2	0	0	2	0.666666667	5	0	0	0	0	0	0	0	0
129	Coleoptera	Dytiscidae	Platambus_Ad	NA	low	3	3	0	0	3	0	0	3	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	3	0	3	1	0	0	3	0	0	0	1	1	2	1	0	0	0	3	0	0	0	3	3	0	0	0	0	0	1	1	1	2	0	0	1	0
130	Coleoptera	Dytiscidae	Deronectes_Ad	NA	low	3	2	1	0	3	0	0	3	0	1	0	0	3	0	0	0	3	0	0	0	0	1	1	5	0	2	1	0	3	1	0	0	0	1	1	3	1	0	0	0	3	0	0	0	3	3	0	0	0	0	0	1	1	1	1	0	0	1	0
131	Coleoptera	Dytiscidae	Deronectes_larvae	NA	low	3	2	1	0	3	0	5	0	0	0	0	0	2	1	0	0	3	0	0	3	1	2	2	0	1	3	0	0	3	1	0	0	0	3	2	3	0	0	0	0	0	3	0	0	3	3	0	0	0	0	0	1	1	1	1	0	0	1	0
132	Diptera	Tabanidae	Tabanidae	7	low	2	2	1	0	3	0	5	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0	2	0	1	2	0	0	0	0	0	3	1	1	1	3	0	0	0	0	0	1	3	1	0	2	5	0	0	0	0	1	3	0	3	0	0	4	4
134	Ephemeroptera	Heptageniidae	Heptageniidae	63.6	low	0.2	1.4	1.8	2	1	3	0	0	0	3	2	1	3	1	0	0	3	2	0	1	0	4	2	0	1	1	0	2	0	0.2	3	0	0	1	1	1	3	2	0	0	0	3	0	0	0.8	5	0	0.2	0	0	4.6	1	0.6	0.2	0.2	0	0.6	0.6	0.2
135	Gastropoda	Hydrobiidae	Potamopyrgus_antipodarum	13	high	2	3	3	0	3	0	0	0	5	0	0	3	1	0	0	3	0	0	0	0	0	0	0	3	0	1	0	3	3	2	0	0	0	3	1	3	0	0	0	0	3	0	0	0	0	3	1	0	0	0	3	2	1	1	3	3	0	0	4
136	Ephemeroptera	Leptophlebiidae	Habrophlebia	NA	low	0	3	0	0	3	1	5	0	0	0	0	0	3	0	0	0	3	0	0	2	1	4	3	0	1	1	0	2	0	3	0	0	0	2	1	3	1	0	0	0	0	1	3	0	1	3	0	0	0	0	0	0	1	1	2	0	2	3	1
137	Gastropoda	Lymnaeidae	Lymnaeidae	13	high	2.6	1.8	0.8	0	3	0	0	0	5	0	0	0	3	1	0	3	1	0	0	0	0	0	0	3	0	1	0	3	0	0	1.4	2	0.6	3	1	3	0	0	0	0	3	0	0	0.4	0	3	0	0	0	0	2	1	0.4	0.4	4.2	0.8	0.4	0.4	2.8
138	Oligochaeta	Oligochaeta	Oligochaeta	10	low	1.928571429	2.107142857	1.178571429	0.535714286	3	0.25	5	0	0	0	0	1.25	1.375	0.125	0	1.625	0.875	0	0	0	0	0	0	3	3	0	0	0	0.857142857	1.214285714	1.357142857	0.5	0.964285714	2.375	0.75	3	0	0	0	0	0	0	3	0	0.535714286	0	1.035714286	1.107142857	0.285714286	0.035714286	1.107142857	1.571428571	2	1.285714286	1.928571429	0.678571429	0.357142857	0.928571429	2.035714286
139	Turbellaria	Planariidae	Polycelis	42	low	2	3	2	0	2	1	0	0	0	3	0	3	1	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	1	3	0	0	3	1	3	1	1	0	0	0	3	2	1	0	5	0	1	0	0	3	0	0	0	3	0	3	2	0
140	Gastropoda	Planorbidae	Planorbidae	NA	high	2.7	1.2	0.4	0.2	3	0	1	0	0	3	0	1	1	0	0	3	1	0	0	0	0	0	0	3	0	1	0	3	1	1.7	0.8	0.3	0	1	1	3	0	0	0	0	3	0	0	0.9	0	3	0.3	0	0.2	0	2.6	1.3	0.3	0.2	4.1	0.9	0.4	0.9	2.5
141	Diptera	Psychodidae	Pericoma	11.5	low	2	3	1	1	3	0	3	0	0	1	0	0	2	1	0	0	0	2	1	0	0	0	3	0	1	2	0	0	1	1.7	0.8	0.3	0	2	1	3	3	1	0	0	0	1	3	0.9	0	3	0.3	0	0.2	0	2.6	1.3	0.3	0.2	4.1	0.9	0.4	0.9	2.5
142	Diptera	Psychodidae	Psychoda	32	low	2	3	1	1	3	0	3	0	0	1	0	0	0	3	0	0	0	3	0	0	0	0	3	0	1	2	0	0	1	1.7	0.8	0.3	0	0	3	3	2	1	0	0	0	1	3	0.9	0	3	0.3	0	0.2	0	2.6	1.3	0.3	0.2	4.1	0.9	0.4	0.9	2.5
143	Diptera	Psychodidae	Berdeniella	32	low	2	3	1	1	3	0	5	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	2	0	0	1	1.7	0.8	0.3	0	2	1	2	1	0	0	0	0	1	3	0.9	0	3	0.3	0	0.2	0	2.6	1.3	0.3	0.2	4.1	0.9	0.4	0.9	2.5
144	Trichoptera	Sericostomatidae	Oecismus_monedula	NA	low	0	2	1	0	3	1	5	0	0	0	0	0	3	0	0	1	1	0	0	2	1	3	2	0	0	3	0	1	0	0	3	0	0	3	0	3	0	0	3	0	3	1	0	0	0	5	0	0	0	0	2	2	2	0	0	0	0	0	0
146	Diptera	Pediciidae	Dicranota	NA	low	1	2	1	1	3	0	3	0	0	1	0	1	1	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	3	2	2	3	3	0	0	0	0	0	0	3	0	0	2	2	0	0	0	2	3	3	2	1	0	1	3	2
148	Ephemeroptera	Baetidae	Baetidae	83.7	low	0.714285714	1.571428571	1.285714286	0.428571429	1	3	5	0	0	0	0	0	0	2	3	0	0	1	3	4	2	5	4	2	1	1	0	2	0	3	0.142857143	0	0	3	1	2	0	1	0	0	0	1	3	0	2.714285714	1.857142857	0.142857143	0.142857143	0	0	1.714285714	0.857142857	1.285714286	0.428571429	2.714285714	0	0.571428571	0.714285714	0.142857143
149	Trichoptera	Brachycentridae	Brachycentridae	54	low	0	1.333333333	3	1.333333333	NA	NA	5	0	0	0	0	0	0	3	1	0	2	1	0	1	1	1	1	0	0	3	0	1	0.333333333	2.333333333	1	0	0	3	1	3	1	0	3	0	3	1	0	0	0	2.333333333	0	0	2.333333333	0	4.333333333	1	0	0.333333333	2.666666667	0	1	0.333333333	0
150	Ephemeroptera	Caenidae	Caenidae	11.5	low	1.5	3	0.5	0	3	0	3	0	0	1	0	1	2	0	0	1	2	0	0	1	1	5	1	0	0	3	0	0	1	3	0	0	0	3	1	2	0	1	0	0	0	3	0	0	0	5	0.5	0.5	0	0	1	1	3	2.5	2.5	0	1	1.5	4
151	Diptera	Ceratopogonidae	Bezzia	11.5	low	3	1	1	0	3	0	5	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	1	1	0	0	0	1	3	0	0	0	3	3	1	0	0	0	0	0	3	1	3	1	3	0	0	0	2	3	4	1	3	3	3	1	4
153	Odonata	Cordulegastridae	Cordulegastridae	14.5	low	0	2	2	1	3	1	3	2	0	1	0	2	1	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	2	3	0	1	5	0	0	0	0	3	1	0	0	0	1	4	0	0	0	1	3	3	2	0	0	0	2	3
154	Ephemeroptera	Ephemerellidae	Ephemerellidae	53.475	low	0	1.5	2.5	1.5	2.5	0.5	1.5	1	1	0.5	0	1.5	1	1	1.5	1.5	3.5	0.5	0	2	2	2	1.5	0	1	1	0	2	0	3	0	0	0	3	2	3	0	0.5	0	0	0	2	1.5	0	0.5	5	0	0	0	0	3	1.5	0.5	0.5	3	0	2.5	1	0.5
155	Amphipoda	Gammaridae	Gammaridae	62.4	high	1.333333333	1.666666667	1	0.333333333	2	1	1	0	0	3	0	0	2	3	1	0	3	0	0	2	1	2	5	0	0	3	2	0	0	0	0.666666667	2.666666667	0	3	2	3	1	1	0	0	3	1	0	0	1.666666667	3	0.333333333	1.333333333	0	0	3.666666667	2.333333333	2	2.333333333	2.666666667	1.333333333	2.666666667	2.666666667	0
156	Trichoptera	Glossosomatidae	Glossosomatidae	49.2	low	0	2	2	0.6	0	3	5	0	0	0.5	0	2	2.5	0	0	2	0.5	0	0	1.5	0.5	1.5	2.5	0	0	1	0	1	0.2	3	0.2	0	0	3	1	3	0	0	3	0	3	1	0	0	0	2.6	0	0	2	0	4	0.6	0.4	0	0.8	1	0	0.2	0.2
157	Gastropoda	Hydrobiidae	Hydrobia	13	low	1	2.4	1.6	0.2	1.666666667	0.666666667	0	0	5	0	0	1.666666667	1	0	0	3	0.333333333	0	0	0	0	0	0	3	0	1	0	3	2.4	1	0	0	0	2	1	3	0	0	0	0	3	0	0	0.2	0	2.6	0.8	0.4	0	0	3	0.8	1	1.2	2.2	1.2	0.4	0.2	2
158	Gastropoda	Hydrobiidae	Hydrobiidae	13	low	1	2.4	1.6	0.2	1.666666667	0.666666667	0	0	5	0	0	1.666666667	1	0	0	3	0.333333333	0	0	0	0	0	0	3	0	1	0	3	2.4	1	0	0	0	2	1	3	0	0	0	0	3	0	0	0.2	0	2.6	0.8	0.4	0	0	3	0.8	1	1.2	2.2	1.2	0.4	0.2	2
159	Trichoptera	Hydropsychidae	Hydropsychidae	51.6	low	0	1	3	1	2	1	5	0	0	0	0	0	3	3	1	0	3	2	1	3	1	2	1	0	0	1	0	3	0	2	1.5	0.5	0	3	0	3	2	0	1	3	0	0	3	0	0	2	0	0	3	0	5	1	0.5	0	1.5	0	2	0	0
160	Trichoptera	Hydroptilidae	Hydroptila	29	low	1.714285714	2.571428571	1.285714286	0.428571429	3	1	2	0	3	0	0	0	2	1	0	0	2	1	0	1	1	1	3	0	NA	NA	NA	NA	3	0.571428571	0	0	0	NA	NA	3	0	0	3	0	0	0	3	0	0.285714286	2.428571429	0	0	1.428571429	0	1.857142857	0.571428571	0.428571429	0.142857143	4.285714286	0.857142857	1.142857143	0.571428571	0.428571429
161	Trichoptera	Hydroptilidae	Oxyethira	29	low	1.714285714	2.571428571	1.285714286	0.428571429	3	1	2	0	3	0	0	0	2	1	0	0	2	1	0	1	1	1	3	0	NA	NA	NA	NA	3	0.571428571	0	0	0	NA	NA	3	0	0	3	0	0	0	3	0	0.285714286	2.428571429	0	0	1.428571429	0	1.857142857	0.571428571	0.428571429	0.142857143	4.285714286	0.857142857	1.142857143	0.571428571	0.428571429
162	Plecoptera	Leuctridae	Leuctridae	61	low	0.333333333	1.666666667	1.666666667	1	2	1	5	0	0	0	0	0	2	3	0	0	3	2	0	5	1	2	3	0	0	3	0	0	0	1.333333333	2.333333333	0	0	3	1	3	1	0	0	0	1	3	0	0	0	5	1.666666667	0.666666667	0	0	2.333333333	3	1.666666667	0.666666667	2.666666667	0	3.333333333	2	0.333333333
163	Trichoptera	Limnephilidae	Anabolia	NA	low	1	3	2	0	1	0	5	0	0	0	0	0	0	3	1	0	3	0	0	0	0	1	1	0	0	3	0	1	3	1	3	1	0	3	0	3	1	0	3	0	3	1	0	0	0	5	0	0	0	0	2.153846154	1	0.692307692	0.076923077	1.769230769	0.307692308	0.538461538	2	0.461538462
164	Trichoptera	Limnephilidae	Limnephilus	49.2	low	3	3	1	0	1	0	5	0	0	0	0	0	0	3	1	0	3	0	0	0	0	1	1	0	0	3	0	1	3	1	3	1	0	3	0	3	1	0	3	0	3	1	0	0	0	5	0	0	0	0	2.153846154	1	0.692307692	0.076923077	1.769230769	0.307692308	0.538461538	2	0.461538462
165	Trichoptera	Limnephilidae	Stenophylax	NA	low	0	2	3	3	1	0	5	0	0	0	0	0	0	3	1	0	3	0	0	0	0	1	1	0	0	3	0	1	3	1	3	1	0	3	0	3	1	0	3	0	3	1	0	0	0	5	0	0	0	0	2.153846154	1	0.692307692	0.076923077	1.769230769	0.307692308	0.538461538	2	0.461538462
166	Diptera	Limoniidae	Hexatoma	NA	low	1	1.666666667	1.333333333	1	3	0	3.857142857	0	0	0.571428571	0	1.571428571	1	0.285714286	0	2	1	0	0	0	0	0	0	3	2.571428571	0.428571429	0	0.142857143	0.333333333	2.666666667	1.333333333	0	0	1.142857143	1.285714286	3	0.714285714	0	0	0	0.142857143	0.285714286	3	0	0	1.333333333	4	0	0	0	2	2	3	2	1.666666667	0	1	3	2
167	Diptera	Limoniidae	Hilara	NA	low	1	1.666666667	1.333333333	1	3	0	3.857142857	0	0	0.571428571	0	1.571428571	1	0.285714286	0	2	1	0	0	0	0	0	0	3	2.571428571	0.428571429	0	0.142857143	0.333333333	2.666666667	1.333333333	0	0	1.142857143	1.285714286	3	0.714285714	0	0	0	0.142857143	0.285714286	3	0	0	1.333333333	4	0	0	0	2	2	3	2	1.666666667	0	1	3	2
168	Plecoptera	Nemouridae	Nemouridae	57.6	low	0.4	1.2	1.8	1	2	0.8	4	0	0	0	0	0	0.8	1.8	1	0	1.3	0.5	0	2.2	1.9	2.8	2.4	0	0	2.4	0	0	0.4	2.4	0.2	0	0	2	0.9	2.4	0	0	0	0	2.4	0.8	0	0	0	4	0	0	0	0	2.2	0	0.2	0.2	3.6	0	0.4	1.4	0
169	Plecoptera	Perlidae	Perlidae	50.4	low	0	0.25	2.5	1.5	2	1	3	0	0	1	0	0.666666667	2.666666667	0.666666667	0	2.333333333	0.666666667	0	0	1.666666667	0	0.666666667	1.666666667	0	0	3	0	0	0	0	1.5	1.75	0	2	2	2	2	0.333333333	0	0	3	2	0	0	0	5	0	0	0	0	3	1.5	1	0	1.25	0	0.5	0	0.25
170	Plecoptera	Perlodidae	Perlodidae	54	low	0	0.714285714	2	1.571428571	1	0	3	0	0	1	0	0	2	1	0	3	0	0	0	3	2	3	2	0	0	3	0	0	0	0.142857143	2.285714286	1.428571429	0	2	1	1	3	0	0	0	3	2	0	0	0	4.857142857	0	0.142857143	0	0	2.714285714	1.857142857	1.285714286	0	1.857142857	0.142857143	0.571428571	0.428571429	0.142857143
171	Diptera	Psychodidae	Psychodidae	32	low	2	3	1	1	3	0	3.666666667	0	0	0.666666667	0	0	1.666666667	1.333333333	0	0	1	1.666666667	0.333333333	0	0	0	2	1	1	2	0	0	3	0	0	0	0	1.333333333	1.666666667	2.666666667	2	0.666666667	0	0	0	1	3	1	0	2	0	0	0	0	4	2	2	1	5	0	3	4	3
172	Trichoptera	Sericostomatidae	Sericostomatidae	NA	low	0.5	2.5	1.5	0.25	2	1	5	0	0	0	0	0	3	0	0	1	1	0	0	2	1	3	2	0	0	3	0	0	0	0	3	0	0	1	3	3	0	0	3	0	3	1	0	0	0	4.75	0.25	0.25	0	0	2	1.75	2.5	1	0.5	0	1.5	1.5	0.75
174	Bivalvia	Sphaeriidae	Sphaeriidae	NA	low	2.5	2	1	0	2.5	0	0	2.5	0	2	0	1.5	1.5	0	0	0.5	2	0	0	0	0	0	0.5	2.5	0	0.5	0.5	3	1.5	1	2	0.5	0	2.5	1	3	0	0	0	0	3	0	0	0	0	1	4	0.5	2	0	1.5	0.5	4	3	2.5	0.5	0.5	1.5	4
175	Arachnida	Hydracarina	Hydracarina	NA	low	2	2	2	1	2	1	5	0	0	0	0	1	1	1	2	1	1	1	0	1	3	1	1	0	0	3	2	0	2	3	2	0	0	1	1	3	0	0	0	0	3	0	0	0	4	5	0	0	0	0	1	1	1	1	3	2	1	4	1
176	Ostracoda	Ostracoda	Ostracoda	NA	high	3	3	1	0	3	0	0	3	0	2	0	0	2	3	1	1	3	2	0	3	1	1	1	0	3	0	1	0	2	3	2	0	0	3	1	3	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	1	1	1	3	3	1	1	1
